tag_id,domain,level,tag_name,path,parent_tag_id,parent_path,source_sheet,representative_companies,level0,level1,level2,level3,level4
b306bbc9ad81b71d2f67710e29e40690,医疗器械,4,外周机械旋切取栓设备,高值医用耗材 / 血管介入类 / 心血管介入 / 外周血管介入 / 外周机械旋切取栓设备,43c6fc45c93f782834a02dfefada27aa,高值医用耗材 / 血管介入类 / 心血管介入 / 外周血管介入,产业标签-医疗器械分类及标签,波士顿科学（外周旋切导管）、Straub Medical（外周旋切导管）,高值医用耗材,血管介入类,心血管介入,外周血管介入,外周机械旋切取栓设备
13be22667bd657c81023e2d40566ec29,医疗器械,4,外周栓塞微球/弹簧圈,高值医用耗材 / 血管介入类 / 心血管介入 / 外周血管介入 / 外周栓塞微球/弹簧圈,43c6fc45c93f782834a02dfefada27aa,高值医用耗材 / 血管介入类 / 心血管介入 / 外周血管介入,产业标签-医疗器械分类及标签,波士顿科学（外周栓塞物）,高值医用耗材,血管介入类,心血管介入,外周血管介入,外周栓塞微球/弹簧圈
215805ceccb311954756725c24291075,医疗器械,4,外周球囊扩张导管,高值医用耗材 / 血管介入类 / 心血管介入 / 外周血管介入 / 外周球囊扩张导管,43c6fc45c93f782834a02dfefada27aa,高值医用耗材 / 血管介入类 / 心血管介入 / 外周血管介入,产业标签-医疗器械分类及标签,波士顿科学（外周球囊）、湖南埃普特（外周球囊）,高值医用耗材,血管介入类,心血管介入,外周血管介入,外周球囊扩张导管
7e9ad919e63e4a77c48a2e7bff399104,医疗器械,4,外周覆膜假体,高值医用耗材 / 血管介入类 / 心血管介入 / 外周血管介入 / 外周覆膜假体,43c6fc45c93f782834a02dfefada27aa,高值医用耗材 / 血管介入类 / 心血管介入 / 外周血管介入,产业标签-医疗器械分类及标签,波士顿科学（外周覆膜支架）、戈尔集团（外周覆膜支架）,高值医用耗材,血管介入类,心血管介入,外周血管介入,外周覆膜假体
ff37eaaf8b7fce2c2897dbfdec4c3b66,医疗器械,4,一次性使用神经导管,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入 / 一次性使用神经导管,38de4bb842bbe3241f7e0050533e5dce,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入,产业标签-医疗器械分类及标签,吉启医疗（一次性神经导管）,高值医用耗材,血管介入类,心血管介入,神经血管介入,一次性使用神经导管
c68c74adeeef30f4b46a17d4aef39383,医疗器械,4,出血类-弹簧圈,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入 / 出血类-弹簧圈,38de4bb842bbe3241f7e0050533e5dce,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入,产业标签-医疗器械分类及标签,微创脑科学（NUMEN弹簧圈）、归创通桥（凤凰颅内动脉瘤栓塞弹簧圈）,高值医用耗材,血管介入类,心血管介入,神经血管介入,出血类-弹簧圈
7b30c32c3bf50accf22c3694806bc53f,医疗器械,4,出血类-血流导向密网支架,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入 / 出血类-血流导向密网支架,38de4bb842bbe3241f7e0050533e5dce,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入,产业标签-医疗器械分类及标签,暖阳医疗（血流导向密网支架）、微创脑科学（Tubridge密网支架）、归创通桥（麒麟血流导向装置）,高值医用耗材,血管介入类,心血管介入,神经血管介入,出血类-血流导向密网支架
0147a8ee2d6461e2ad8269e0701b944c,医疗器械,4,缺血类-取栓支架,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入 / 缺血类-取栓支架,38de4bb842bbe3241f7e0050533e5dce,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入,产业标签-医疗器械分类及标签,微创脑科学（Neurohawke取栓支架）、归创通桥（蛟龙取栓支架）、心玮医疗（颅内取栓支架）、赛诺医疗（颅内取栓支架）,高值医用耗材,血管介入类,心血管介入,神经血管介入,缺血类-取栓支架
213c7a283348fce1fcd11537e8beee59,医疗器械,4,缺血类-抽吸导管,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入 / 缺血类-抽吸导管,38de4bb842bbe3241f7e0050533e5dce,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入,产业标签-医疗器械分类及标签,微创脑科学（抽吸导管）、归创通桥（颅内血栓抽吸导管）、心玮医疗（血栓抽吸导管）,高值医用耗材,血管介入类,心血管介入,神经血管介入,缺血类-抽吸导管
757db6b93d6bf6183e7691a911664cf1,医疗器械,4,通路类-微导丝,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入 / 通路类-微导丝,38de4bb842bbe3241f7e0050533e5dce,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入,产业标签-医疗器械分类及标签,归创通桥（神经血管导丝）、心玮医疗（神经血管导丝）,高值医用耗材,血管介入类,心血管介入,神经血管介入,通路类-微导丝
c2675c506506de6214457048daacf6c8,医疗器械,4,通路类-微导管,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入 / 通路类-微导管,38de4bb842bbe3241f7e0050533e5dce,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入,产业标签-医疗器械分类及标签,微创脑科学（微导管）、归创通桥（弹簧圈微导管/血流导向装置微导管）、心玮医疗（微导管）,高值医用耗材,血管介入类,心血管介入,神经血管介入,通路类-微导管
7817411045731dd009779afa9cf207e5,医疗器械,4,通路类-远端通路导管/导引导管,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入 / 通路类-远端通路导管/导引导管,38de4bb842bbe3241f7e0050533e5dce,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入,产业标签-医疗器械分类及标签,微创脑科学（远端导管）、归创通桥（远端通路导引导管/颅内支撑导管）、心玮医疗（远端通路导管）,高值医用耗材,血管介入类,心血管介入,神经血管介入,通路类-远端通路导管/导引导管
818fa08a96eb704d462547fa2a906f62,医疗器械,4,颅内动脉瘤辅助栓塞支架,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入 / 颅内动脉瘤辅助栓塞支架,38de4bb842bbe3241f7e0050533e5dce,高值医用耗材 / 血管介入类 / 心血管介入 / 神经血管介入,产业标签-医疗器械分类及标签,江苏畅医达医疗科技有限公司（颅内动脉瘤辅助栓塞支架）,高值医用耗材,血管介入类,心血管介入,神经血管介入,颅内动脉瘤辅助栓塞支架
0b6eccf6bb235268c3632191e147ae5c,医疗器械,4,颅内动脉瘤辅助栓塞支架,高值医用耗材 / 血管介入类 / 心血管介入 / 肺动脉血栓取出系统 / 颅内动脉瘤辅助栓塞支架,2e2c740ccaeece1d2bedcc8aa96c1a08,高值医用耗材 / 血管介入类 / 心血管介入 / 肺动脉血栓取出系统,产业标签-医疗器械分类及标签,晨兴（南通）医疗器械有限公司（肺动脉血栓取出系统）,高值医用耗材,血管介入类,心血管介入,肺动脉血栓取出系统,颅内动脉瘤辅助栓塞支架
f2d314e07a76d154a3d162cb1854400d,医疗器械,4,一次性泌尿科内窥镜,高值医用耗材 / 非血管介入类 / 其他介入耗材 / 穿刺活检针/套件 / 一次性泌尿科内窥镜,497158f9ec4c10382043f65027f84fd2,高值医用耗材 / 非血管介入类 / 其他介入耗材 / 穿刺活检针/套件,产业标签-医疗器械分类及标签,,高值医用耗材,非血管介入类,其他介入耗材,穿刺活检针/套件,一次性泌尿科内窥镜
4b52fd0d19ba4931f7ddb7c0783a55be,医疗器械,4,一次性泌尿科内窥镜,高值医用耗材 / 非血管介入类 / 其他介入耗材 / 覆膜支架 / 一次性泌尿科内窥镜,de8a8fce9f840450e428d23c28cd2e9a,高值医用耗材 / 非血管介入类 / 其他介入耗材 / 覆膜支架,产业标签-医疗器械分类及标签,归创通桥（覆膜支架）,高值医用耗材,非血管介入类,其他介入耗材,覆膜支架,一次性泌尿科内窥镜
8d76b5a2f291634969ee1c876f202411,医疗器械,4,一次性泌尿科内窥镜,高值医用耗材 / 非血管介入类 / 其他介入耗材 / 颅内狭窄扩张支架 / 一次性泌尿科内窥镜,99769b9e464c69f68cabb948d0d22a40,高值医用耗材 / 非血管介入类 / 其他介入耗材 / 颅内狭窄扩张支架,产业标签-医疗器械分类及标签,归创通桥（颅内狭窄扩张支架/颅内支架）、赛诺医疗（颅内药物洗脱支架）,高值医用耗材,非血管介入类,其他介入耗材,颅内狭窄扩张支架,一次性泌尿科内窥镜
0406ee90a1f16961d43869de6b5cf1a4,医疗器械,4,一次性泌尿科内窥镜,高值医用耗材 / 非血管介入类 / 内窥镜下耗材 / 一次性内窥镜 / 一次性泌尿科内窥镜,54e15396182f76254302744e1778f33a,高值医用耗材 / 非血管介入类 / 内窥镜下耗材 / 一次性内窥镜,产业标签-医疗器械分类及标签,星宸海医疗（一次性膀胱镜/输尿管镜）,高值医用耗材,非血管介入类,内窥镜下耗材,一次性内窥镜,一次性泌尿科内窥镜
baa20cfb6847b63715eb274944c1a57a,医疗服务,0,医疗服务,医疗服务,,,产业标签-医疗服务分类及标签,,医疗服务,,,,
65c74e3938cefb61c1f7fdde813f47cf,医疗服务,1,严肃医疗,医疗服务 / 严肃医疗,baa20cfb6847b63715eb274944c1a57a,医疗服务,产业标签-医疗服务分类及标签,,医疗服务,严肃医疗,,,
99e0185f1ce5d4ec02969a430a2c03f3,医疗服务,1,互联网医疗,医疗服务 / 互联网医疗,baa20cfb6847b63715eb274944c1a57a,医疗服务,产业标签-医疗服务分类及标签,,医疗服务,互联网医疗,,,
0164ec5fb30370c579aac628acbf8dd9,医疗服务,1,保险支付,医疗服务 / 保险支付,baa20cfb6847b63715eb274944c1a57a,医疗服务,产业标签-医疗服务分类及标签,,医疗服务,保险支付,,,
88b1424304775a2016ed1c4ae12ed786,医疗服务,1,医疗零售,医疗服务 / 医疗零售,baa20cfb6847b63715eb274944c1a57a,医疗服务,产业标签-医疗服务分类及标签,,医疗服务,医疗零售,,,
44a131ba0346abd19b4acb4c496ee989,医疗服务,1,医药商业 / 流通,医疗服务 / 医药商业 / 流通,baa20cfb6847b63715eb274944c1a57a,医疗服务,产业标签-医疗服务分类及标签,,医疗服务,医药商业,流通,,
9bb3dc489cdec1f1ea953a1721382ae2,医疗服务,1,消费医疗,医疗服务 / 消费医疗,baa20cfb6847b63715eb274944c1a57a,医疗服务,产业标签-医疗服务分类及标签,,医疗服务,消费医疗,,,
de0d8401ae06ee8e67f17fc138c93ec0,医疗服务,1,第三方中心,医疗服务 / 第三方中心,baa20cfb6847b63715eb274944c1a57a,医疗服务,产业标签-医疗服务分类及标签,,医疗服务,第三方中心,,,
a8e300660dac42126b4aa6a0f129f1cb,医疗服务,2,公立三级,医疗服务 / 严肃医疗 / 公立三级,65c74e3938cefb61c1f7fdde813f47cf,医疗服务 / 严肃医疗,产业标签-医疗服务分类及标签,,医疗服务,严肃医疗,公立三级,,
97ec27a62e3dee37d1cc27781ab295c0,医疗服务,2,公立二级,医疗服务 / 严肃医疗 / 公立二级,65c74e3938cefb61c1f7fdde813f47cf,医疗服务 / 严肃医疗,产业标签-医疗服务分类及标签,,医疗服务,严肃医疗,公立二级,,
706078402265e87a41ac2275115c6430,医疗服务,2,基层公卫,医疗服务 / 严肃医疗 / 基层公卫,65c74e3938cefb61c1f7fdde813f47cf,医疗服务 / 严肃医疗,产业标签-医疗服务分类及标签,,医疗服务,严肃医疗,基层公卫,,
455441ba1ed7033f62f2d977190479b2,医疗服务,2,民营医院,医疗服务 / 严肃医疗 / 民营医院,65c74e3938cefb61c1f7fdde813f47cf,医疗服务 / 严肃医疗,产业标签-医疗服务分类及标签,,医疗服务,严肃医疗,民营医院,,
ee20b52998984eef0a9c568ccc1bcc28,医疗服务,2,垂直服务平台,医疗服务 / 互联网医疗 / 垂直服务平台,99e0185f1ce5d4ec02969a430a2c03f3,医疗服务 / 互联网医疗,产业标签-医疗服务分类及标签,,医疗服务,互联网医疗,垂直服务平台,,
e81c50337f3678fc2ccbed42d3b4e5a9,医疗服务,2,综合平台 / 在线诊疗,医疗服务 / 互联网医疗 / 综合平台 / 在线诊疗,99e0185f1ce5d4ec02969a430a2c03f3,医疗服务 / 互联网医疗,产业标签-医疗服务分类及标签,,医疗服务,互联网医疗,综合平台,在线诊疗,
d0a30a9947ad0f30836552e13e578eb4,医疗服务,2,TPA / 保险科技,医疗服务 / 保险支付 / TPA / 保险科技,0164ec5fb30370c579aac628acbf8dd9,医疗服务 / 保险支付,产业标签-医疗服务分类及标签,,医疗服务,保险支付,TPA,保险科技,
72f9fa8e635aa810b9f8a06a60ee86e3,医疗服务,2,商业保险,医疗服务 / 保险支付 / 商业保险,0164ec5fb30370c579aac628acbf8dd9,医疗服务 / 保险支付,产业标签-医疗服务分类及标签,,医疗服务,保险支付,商业保险,,
8c92724a12593a3199dfe64e56a94d30,医疗服务,2,医药电商,医疗服务 / 医疗零售 / 医药电商,88b1424304775a2016ed1c4ae12ed786,医疗服务 / 医疗零售,产业标签-医疗服务分类及标签,,医疗服务,医疗零售,医药电商,,
c46c640c98338d9d55a44c090b0d383e,医疗服务,2,实体药店,医疗服务 / 医疗零售 / 实体药店,88b1424304775a2016ed1c4ae12ed786,医疗服务 / 医疗零售,产业标签-医疗服务分类及标签,,医疗服务,医疗零售,实体药店,,
6c61ab4003a603979f9c69d934be0329,医疗服务,2,药店业务拓展,医疗服务 / 医疗零售 / 药店业务拓展,88b1424304775a2016ed1c4ae12ed786,医疗服务 / 医疗零售,产业标签-医疗服务分类及标签,,医疗服务,医疗零售,药店业务拓展,,
719b3e316bfe3eae16db1d4f60dba085,医疗服务,2,医药即时零售,医疗服务 / 医药商业 / 流通 / 医药即时零售,44a131ba0346abd19b4acb4c496ee989,医疗服务 / 医药商业 / 流通,产业标签-医疗服务分类及标签,,医疗服务,医药商业,流通,医药即时零售,
7843a194cd415f7a88a36ea190e61cd7,医疗服务,2,医药跨境供应链,医疗服务 / 医药商业 / 流通 / 医药跨境供应链,44a131ba0346abd19b4acb4c496ee989,医疗服务 / 医药商业 / 流通,产业标签-医疗服务分类及标签,,医疗服务,医药商业,流通,医药跨境供应链,
9ee2f2a41a797a81e853be5aa6beceb9,医疗服务,2,医药配送企业,医疗服务 / 医药商业 / 流通 / 医药配送企业,44a131ba0346abd19b4acb4c496ee989,医疗服务 / 医药商业 / 流通,产业标签-医疗服务分类及标签,国药控股（医药配送）、上药集团（医药配送）、华润医药（医药配送）,医疗服务,医药商业,流通,医药配送企业,
bb10f044a72cc6744757b0514d386edc,医疗服务,2,药企线上渠道 / 合作,医疗服务 / 医药商业 / 流通 / 药企线上渠道 / 合作,44a131ba0346abd19b4acb4c496ee989,医疗服务 / 医药商业 / 流通,产业标签-医疗服务分类及标签,,医疗服务,医药商业,流通,药企线上渠道,合作
a36b2189431970945844ff678214139c,医疗服务,2,专科诊所 / 连锁（其他）,医疗服务 / 消费医疗 / 专科诊所 / 连锁（其他）,9bb3dc489cdec1f1ea953a1721382ae2,医疗服务 / 消费医疗,产业标签-医疗服务分类及标签,,医疗服务,消费医疗,专科诊所,连锁（其他）,
5c148fb8ea056a069aaad51524d26d5e,医疗服务,2,中医诊所 / 连锁,医疗服务 / 消费医疗 / 中医诊所 / 连锁,9bb3dc489cdec1f1ea953a1721382ae2,医疗服务 / 消费医疗,产业标签-医疗服务分类及标签,,医疗服务,消费医疗,中医诊所,连锁,
0644b052eb8634f5e3e5b4ba965404a2,医疗服务,2,产后中心 / 母婴护理,医疗服务 / 消费医疗 / 产后中心 / 母婴护理,9bb3dc489cdec1f1ea953a1721382ae2,医疗服务 / 消费医疗,产业标签-医疗服务分类及标签,,医疗服务,消费医疗,产后中心,母婴护理,
dcadd148e93f41a6dddc29471d1bd2be,医疗服务,2,体检中心 / 健康管理,医疗服务 / 消费医疗 / 体检中心 / 健康管理,9bb3dc489cdec1f1ea953a1721382ae2,医疗服务 / 消费医疗,产业标签-医疗服务分类及标签,,医疗服务,消费医疗,体检中心,健康管理,
9bdbc5652b873f9ed804ff84f94c8d9e,医疗服务,2,医美诊所 / 服务,医疗服务 / 消费医疗 / 医美诊所 / 服务,9bb3dc489cdec1f1ea953a1721382ae2,医疗服务 / 消费医疗,产业标签-医疗服务分类及标签,,医疗服务,消费医疗,医美诊所,服务,
00aa54aceb327f82697b10c6773c4868,医疗服务,2,口腔诊所 / 连锁,医疗服务 / 消费医疗 / 口腔诊所 / 连锁,9bb3dc489cdec1f1ea953a1721382ae2,医疗服务 / 消费医疗,产业标签-医疗服务分类及标签,,医疗服务,消费医疗,口腔诊所,连锁,
853d3a7e9a55331a2b4b6ae66a995a53,医疗服务,2,生殖中心 / 门诊,医疗服务 / 消费医疗 / 生殖中心 / 门诊,9bb3dc489cdec1f1ea953a1721382ae2,医疗服务 / 消费医疗,产业标签-医疗服务分类及标签,,医疗服务,消费医疗,生殖中心,门诊,
322af1d39a8a5c67dffcde001392e18f,医疗服务,2,眼科诊所 / 连锁,医疗服务 / 消费医疗 / 眼科诊所 / 连锁,9bb3dc489cdec1f1ea953a1721382ae2,医疗服务 / 消费医疗,产业标签-医疗服务分类及标签,,医疗服务,消费医疗,眼科诊所,连锁,
4aaa8ab915dabb3868f9cecaedf8e00e,医疗服务,2,其他第三方服务,医疗服务 / 第三方中心 / 其他第三方服务,de0d8401ae06ee8e67f17fc138c93ec0,医疗服务 / 第三方中心,产业标签-医疗服务分类及标签,,医疗服务,第三方中心,其他第三方服务,,
ac62b53d716a504bb4c726cf17c14e7a,医疗服务,2,影像中心,医疗服务 / 第三方中心 / 影像中心,de0d8401ae06ee8e67f17fc138c93ec0,医疗服务 / 第三方中心,产业标签-医疗服务分类及标签,,医疗服务,第三方中心,影像中心,,
52a1b854613666bc51aa8385d97f51c2,医疗服务,2,检验中心,医疗服务 / 第三方中心 / 检验中心,de0d8401ae06ee8e67f17fc138c93ec0,医疗服务 / 第三方中心,产业标签-医疗服务分类及标签,,医疗服务,第三方中心,检验中心,,
a5209afe1281e6dba91ae76bf3287c1b,医疗服务,2,消毒中心,医疗服务 / 第三方中心 / 消毒中心,de0d8401ae06ee8e67f17fc138c93ec0,医疗服务 / 第三方中心,产业标签-医疗服务分类及标签,,医疗服务,第三方中心,消毒中心,,
9fd48222e7cb00de1d0001b4474810e0,医疗服务,2,病理中心,医疗服务 / 第三方中心 / 病理中心,de0d8401ae06ee8e67f17fc138c93ec0,医疗服务 / 第三方中心,产业标签-医疗服务分类及标签,,医疗服务,第三方中心,病理中心,,
904f3ac67754019210d199aec2e3cf41,医疗服务,2,血透中心,医疗服务 / 第三方中心 / 血透中心,de0d8401ae06ee8e67f17fc138c93ec0,医疗服务 / 第三方中心,产业标签-医疗服务分类及标签,,医疗服务,第三方中心,血透中心,,
059f6e2172fc1089e09acb2c8050876e,医疗服务,3,中医诊所,医疗服务 / 严肃医疗 / 公立三级 / 中医诊所,a8e300660dac42126b4aa6a0f129f1cb,医疗服务 / 严肃医疗 / 公立三级,产业标签-医疗服务分类及标签,,医疗服务,严肃医疗,公立三级,中医诊所,
d16de753e12f9a0b6b4d142b5bcea4ec,医疗服务,3,中医诊所,医疗服务 / 严肃医疗 / 公立二级 / 中医诊所,97ec27a62e3dee37d1cc27781ab295c0,医疗服务 / 严肃医疗 / 公立二级,产业标签-医疗服务分类及标签,,医疗服务,严肃医疗,公立二级,中医诊所,
327eedf1f97be31303c8d6330734fe10,医疗服务,3,中医诊所,医疗服务 / 严肃医疗 / 基层公卫 / 中医诊所,706078402265e87a41ac2275115c6430,医疗服务 / 严肃医疗 / 基层公卫,产业标签-医疗服务分类及标签,,医疗服务,严肃医疗,基层公卫,中医诊所,
3c84aa919bb5865156753948a3b05f51,医疗服务,3,专科医院（肿瘤）,医疗服务 / 严肃医疗 / 民营医院 / 专科医院（肿瘤）,455441ba1ed7033f62f2d977190479b2,医疗服务 / 严肃医疗 / 民营医院,产业标签-医疗服务分类及标签,,医疗服务,严肃医疗,民营医院,专科医院（肿瘤）,
ed51ac225bba75bb5c11b07068b9ad06,医疗服务,3,专科医院（辅助生殖）,医疗服务 / 严肃医疗 / 民营医院 / 专科医院（辅助生殖）,455441ba1ed7033f62f2d977190479b2,医疗服务 / 严肃医疗 / 民营医院,产业标签-医疗服务分类及标签,,医疗服务,严肃医疗,民营医院,专科医院（辅助生殖）,
5638c7c64bdcd2ca38fa1a061b4b29bd,医疗服务,3,综合医院,医疗服务 / 严肃医疗 / 民营医院 / 综合医院,455441ba1ed7033f62f2d977190479b2,医疗服务 / 严肃医疗 / 民营医院,产业标签-医疗服务分类及标签,,医疗服务,严肃医疗,民营医院,综合医院,
2c61b1fe9cd63de840b1a8dd99e6af7e,医疗服务,3,互联网 + 护理服务,医疗服务 / 互联网医疗 / 垂直服务平台 / 互联网 + 护理服务,ee20b52998984eef0a9c568ccc1bcc28,医疗服务 / 互联网医疗 / 垂直服务平台,产业标签-医疗服务分类及标签,,医疗服务,互联网医疗,垂直服务平台,互联网 + 护理服务,
9a20fa02c7b3635f73f67bf43928cdae,医疗服务,3,数字慢病 / 专病管理,医疗服务 / 互联网医疗 / 垂直服务平台 / 数字慢病 / 专病管理,ee20b52998984eef0a9c568ccc1bcc28,医疗服务 / 互联网医疗 / 垂直服务平台,产业标签-医疗服务分类及标签,,医疗服务,互联网医疗,垂直服务平台,数字慢病,专病管理
30b43bc8e0e79415a5975aed4ac17611,医疗服务,3,AI 医疗应用,医疗服务 / 互联网医疗 / 综合平台 / 在线诊疗 / AI 医疗应用,e81c50337f3678fc2ccbed42d3b4e5a9,医疗服务 / 互联网医疗 / 综合平台 / 在线诊疗,产业标签-医疗服务分类及标签,,医疗服务,互联网医疗,综合平台,在线诊疗,AI 医疗应用
a6a7b37fbe976ff1cd82cc18a2ee32b8,医疗服务,3,互联网医院,医疗服务 / 互联网医疗 / 综合平台 / 在线诊疗 / 互联网医院,e81c50337f3678fc2ccbed42d3b4e5a9,医疗服务 / 互联网医疗 / 综合平台 / 在线诊疗,产业标签-医疗服务分类及标签,,医疗服务,互联网医疗,综合平台,在线诊疗,互联网医院
dadd701b5e66281b11b393b672e7f124,医疗服务,3,保险科技平台 / 服务,医疗服务 / 保险支付 / TPA / 保险科技 / 保险科技平台 / 服务,d0a30a9947ad0f30836552e13e578eb4,医疗服务 / 保险支付 / TPA / 保险科技,产业标签-医疗服务分类及标签,,医疗服务,保险支付,TPA,保险科技,保险科技平台
b5725e4b6419d6e4de5d9d4b32548bd9,医疗服务,3,健康险产品 / 公司,医疗服务 / 保险支付 / 商业保险 / 健康险产品 / 公司,72f9fa8e635aa810b9f8a06a60ee86e3,医疗服务 / 保险支付 / 商业保险,产业标签-医疗服务分类及标签,,医疗服务,保险支付,商业保险,健康险产品,公司
293437971365a6ad431d832a9b6dbc8e,医疗服务,3,B2B,医疗服务 / 医疗零售 / 医药电商 / B2B,8c92724a12593a3199dfe64e56a94d30,医疗服务 / 医疗零售 / 医药电商,产业标签-医疗服务分类及标签,小药药（医药电商 B2B）、药师帮（医药电商 B2B）,医疗服务,医疗零售,医药电商,B2B,
7cf75803d2c7607b39195da15cb48519,医疗服务,3,B2C,医疗服务 / 医疗零售 / 医药电商 / B2C,8c92724a12593a3199dfe64e56a94d30,医疗服务 / 医疗零售 / 医药电商,产业标签-医疗服务分类及标签,,医疗服务,医疗零售,医药电商,B2C,
b9c6c44ddb604b53b26adb2510d1aedc,医疗服务,3,O2O,医疗服务 / 医疗零售 / 医药电商 / O2O,8c92724a12593a3199dfe64e56a94d30,医疗服务 / 医疗零售 / 医药电商,产业标签-医疗服务分类及标签,,医疗服务,医疗零售,医药电商,O2O,
617a8acdd157e6192e4540bc87b94a42,医疗服务,3,DTP 药房 / 特药房,医疗服务 / 医疗零售 / 实体药店 / DTP 药房 / 特药房,c46c640c98338d9d55a44c090b0d383e,医疗服务 / 医疗零售 / 实体药店,产业标签-医疗服务分类及标签,思派健康（DTP 药房 / 特药房）、国药控股 SPS+（DTP 药房 / 特药房）,医疗服务,医疗零售,实体药店,DTP 药房,特药房
2819300316211af4f1e7bb5d01eba9f2,医疗服务,3,连锁药店,医疗服务 / 医疗零售 / 实体药店 / 连锁药店,c46c640c98338d9d55a44c090b0d383e,医疗服务 / 医疗零售 / 实体药店,产业标签-医疗服务分类及标签,大参林（连锁药店）、益丰药房（连锁药店）、老百姓大药房（连锁药店）、一心堂（连锁药店）、漱玉平民（连锁药店）、健之佳（连锁药店）、华人健康（连锁药店）、国大药房（连锁药店）、全亿健康（连锁药店）、养天和（连锁药店）、燕喜堂（连锁药店）、海王星辰（连锁药店）、叮当快药（连锁药店）,医疗服务,医疗零售,实体药店,连锁药店,
f2fafdee86a9cd741d54837f0a079f56,医疗服务,3,中医诊所,医疗服务 / 医疗零售 / 药店业务拓展 / 中医诊所,6c61ab4003a603979f9c69d934be0329,医疗服务 / 医疗零售 / 药店业务拓展,产业标签-医疗服务分类及标签,,医疗服务,医疗零售,药店业务拓展,中医诊所,
b9757770a649a543024251548fa68e17,医疗服务,3,医美服务,医疗服务 / 医疗零售 / 药店业务拓展 / 医美服务,6c61ab4003a603979f9c69d934be0329,医疗服务 / 医疗零售 / 药店业务拓展,产业标签-医疗服务分类及标签,,医疗服务,医疗零售,药店业务拓展,医美服务,
3b30cfa9fdd855a0cb26994ada86e901,医疗服务,3,平台型,医疗服务 / 医药商业 / 流通 / 医药即时零售 / 平台型,719b3e316bfe3eae16db1d4f60dba085,医疗服务 / 医药商业 / 流通 / 医药即时零售,产业标签-医疗服务分类及标签,美团医药健康（医药即时零售平台）、饿了么（医药即时零售平台）、京东健康（医药即时零售平台）、抖音（医药即时零售平台）、快手（医药即时零售平台）、淘宝（小时达 / 淘宝网购，医药即时零售平台）、京东秒送（医药即时零售平台）、淘宝闪购（医药即时零售平台，协同饿了么）,医疗服务,医药商业,流通,医药即时零售,平台型
47ebf10e4553dd7f6b1e2dd2f2933b1d,医疗服务,3,连锁药店 O2O,医疗服务 / 医药商业 / 流通 / 医药即时零售 / 连锁药店 O2O,719b3e316bfe3eae16db1d4f60dba085,医疗服务 / 医药商业 / 流通 / 医药即时零售,产业标签-医疗服务分类及标签,大参林（连锁药店 O2O）、益丰药房（连锁药店 O2O）、老百姓大药房（连锁药店 O2O）、一心堂（连锁药店 O2O）、漱玉平民（连锁药店 O2O）、健之佳（连锁药店 O2O）、华人健康（连锁药店 O2O）、叮当快药（连锁药店 O2O）,医疗服务,医药商业,流通,医药即时零售,连锁药店 O2O
b5acaa3e83302486a39fa67bd3c4d8f5,医疗服务,3,新品首发 / 旗舰店 / 营销,医疗服务 / 医药商业 / 流通 / 医药跨境供应链 / 新品首发 / 旗舰店 / 营销,7843a194cd415f7a88a36ea190e61cd7,医疗服务 / 医药商业 / 流通 / 医药跨境供应链,产业标签-医疗服务分类及标签,港药数字科技（医药跨境供应链）、Wellgistics Health（医药跨境供应链）,医疗服务,医药商业,流通,医药跨境供应链,新品首发
55189d17fcee525b16ad1a34eee7c98e,医疗服务,3,新品首发 / 旗舰店 / 营销,医疗服务 / 医药商业 / 流通 / 药企线上渠道 / 合作 / 新品首发 / 旗舰店 / 营销,bb10f044a72cc6744757b0514d386edc,医疗服务 / 医药商业 / 流通 / 药企线上渠道 / 合作,产业标签-医疗服务分类及标签,礼来（药企线上渠道合作）、信达生物（药企线上渠道合作）、诺和诺德（药企线上渠道合作）、阿斯利康（药企线上渠道合作）、拜耳（药企线上渠道合作）、东阿阿胶（药企线上渠道合作）、汤臣倍健（药企线上渠道合作）、罗氏（药企线上渠道合作）、银诺医药（药企线上渠道合作）、众安保险（联合营销）,医疗服务,医药商业,流通,药企线上渠道,合作
